image_name,ocr_output,character_accuracy
Ldfcomicsans-jj7l.png,"| amalready far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern breeze play upon my cheeks, which
braces my nerves and fills me with delight. Do you understand this feeling? This breeze, which has travelled from the regions towards
which | am adyancing, gives me a foretaste of thoSe icy climes. Inspirited by this wind of promise, my daydreams become more fervent
and vivid. | try in yain to be persuaded that the pole s the Seat of frost and deSolation; it ever presents itself to my imagination as the
region of beauty and delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual
Splendour. Thereifor with your leave, my sister, | will put Some trust in preceding nayigatorsithere snow and frost are banished; and,
Sailing oyer a calm Sea, we may be wafted to a land surpassing in wonders and in beauty eyery region hitherto discoyered on the
habitable globe. its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are in those
undiscovered Solitudes. What may not be expected in a country of eternal light? | may there discover the wondrous power which attracts
the needle and may regulate a thousand celestial observations that require only this yoyage to render their Seeming eccentricities
consistent for ever. | shall satiate my ardent curiosity with the Sight of a part of the world never before visited, and may tread a land
never before imprinted by the foot of man. These are my enticements, and they are Sufficient to conquer all fear of danger or death and
to induce me to commence this laborious yoyage with the joy a child feels when he embarks ina little boat, with his holiday mates, on an
expedition of discovery up his native river. But Supposing all these conjectures to be false, you cannot contest the inestimable benefit
which | shall confer on all mankind, to the last generation, by dScoyering a passage near the pole to those countries, to reach which at
present So many months are requisite; or by aScertaining the secret of the magnet, which, if at all possible, can only be effected by an
undertaking such as mine.
",0.9754545454545455
Ldfcomicsansbold-zgma.png,"lam already far north of London, and as | walk in the streets of Petersburgh, | feela cold northem breeze play upon my cheeks, which
braces my nerves and fills me with delight. Do you urderstand this feeling? This breeze, which has travelled from the regions towards
which | am advancing, gives me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more fervent
and vivid. | try in vain to be persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the
region of beauty ard delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a
perpetual splerdour. Therelifor with your leave, my sister, | will put some trust in preceding navigatorsithere snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a lard surpassing in wonders ard in beauty every region hitherto discovered
onthe habitable globe. Its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are
in those undiscovered solitudes. What may not be expected ina country of eternal light? | may there discover the wondrous power
which attracts the needle and may regulate a thousand celestial observations that require only this voyage to render their seeming
eccentricities consistent for ever. | shall satiate my ardent curiosity with the sight of a part of the world never before visited, and may
tread a land never before imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of danger
or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat, with his holiday
mates, on an expedition of discovery up his native river. But supposing all these conjectures to be false, you carmnot contest the
inestimable benefit which | shall confer on all mankind, to the last generation, by discovering a passage near the pole to those countries,
to reach which at present so many months are requisite; or by ascertaining the secret of the magnet, which, if at all possible, can only
be effected by an undertaking suchas mine.
",0.9822727272727273
Ldfcomicsanshairline-5PmL.png,"| am alrecdy far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern breeze ply upon my cheeks, which braces my
nerves ond fills me with delight Do you understond this feeling? This breeze, which has travelled from the regions towards which | am edvancing,
gives me a foretoste of those icy climes. Inspirited by this wind of promise, my daydreams become more fervent and vivid. | try in vain to be
persuaded that the pole is the seat of frost and desolation, tt ever presents itself to my imagination as the region of beauty and delight. There,
Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. Therefor with your leave, my
sister, | will put Some trust in preceding navigctorsithere snow and frost are banished, and, sailing over a calm sea, we may be wafted to a land
surpassing in wonders and in beauty every region hitherto discovered on the habitable globe. Its productions and features may be without example,
as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes. What may not be expected in a country of eternal
light? | may there discover the wondrous power which attracts the needle and may regulate a thousand celestial observations that require only this
voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent curiosity with the sight of a part of the world never
before visited, and may tread a land never before imprinted by the foot of man. These are my entticements, and they are sufficient to conquer all
fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a Ittle boat, with his
holiday motes, on an expedition of discovery up his native river. But supposing all these conjectures to be fae, you cannot contest the inestimable
benefit which | shall confer on all mankind, to the last generation, by discovering a passage near the pole to those countries, to reach which at
presertt So mony mortths are requisite, or by ascertaining the secret of the magnet, which, if at all possible, can only be effected by on undertaking
such as mine.
",0.9786363636363636
Ldfcomicsanslight-6dZo.png,"lam already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern breeze play upon my cheeks, which braces
my nerves and fills me with delight. Do you understand this feeling? This breeze, which has travelled from the regions towards which | am
advancing, gives me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more fervent and vivid. | try in
vain to be persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the region of beauty and
delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. Therelfor with
your leave, my sister, | will put Some trust in preceding navigatorsithere snow and frost are banished; and, sailing over a calm Sea, we may be
wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe. Its productions and features
may be without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes. What may not be
expected in a country of eternal light? | may there discover the wondrous power which attracts the needle and may regulate a thousand
celestial observations that require only this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent curiosity
with the sight of a part of the world never before visited, and may tread a land never before imprinted by the foot of man. These are my
enticements, and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a
child feels when he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river. But supposing all these
conjectures to be false, you cannot contest the inestimable benefit which | shall confer on all mankind, to the last generation, by discovering a
passage near the pole to those courtries, to reach which at present so many months are requisite; or by aScertaining the secret of the
magnet, which, if at all possible, can only be effected by an undertaking such as mine
",0.9854545454545455
OpenDyslexic-Bold-Italic.png,"1 am already far north of London, and as I walk in the streets of Petersburgh, |
feel a cold northern breeze play upon my Cheeks, which braces my nerves and
fills me with delight. Do you understand this feeling? This breeze, which has
travelled from the regions towards which | am advancing, gives me a foretaste of
those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. | try in vain to be persuaded that the pole is the seat of
frost and desolation; it ever presents itself to my imagination as the region of
beauty and delight. There, Margaret, the sun is for ever visible, its broad disk
just skirting the horizon and diffusing a perpetual splendour. There—for with your
leave, my sister, | will put some trust in preceding navigators—there snow and
frost are banished; and, sailing over a calm sea, we may be wafted to a land
Surpassing in wonders and in beauty every region hitherto discovered on the
habitable globe. Its productions and features may be without example, as the
Phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? | may there
discover the wondrous power which attracts the needle and may regulate a
thousand celestial observations that require only this voyage to render their
seeming eccentricities consistent for ever. | shall satiate my ardent curiosity
with the sight of a part of the world never before visited, and may tread a land
never before imprinted by the foot of man. These are my enticements, and they
are sufficient to conquer all fear of danger or death and to induce me to
commence this laborious voyage with the joy a child feels when he embarks in a
little boat, with his holiday mates, on an expedition of discovery up his native
river. But supposing all these conjectures to be false, you cannot contest the
inestimable benefit which I shall confer on all mankind, to the last generation, by
discovering a passage near the pole to those countries, to reach which at
present so many months are requisite; or by ascertaining the secret of the
magnet, which, if at all possible, can only be effected by an undertaking such as
mine.
",0.9827272727272728
OpenDyslexic-Bold.png,"| am already far north of London, and as | walk in the streets of
Petersburgh, | feel a cold northern breeze play upon my cheeks, which braces
my nerves and fills me with delight. Do you understand this feeling? This
breeze, which has travelled from the regions towards which | am advancing,
gives me a foretaste of those icy climes. Inspirited by this wind of promise,
my daydreams become more fervent and vivid. | try in vain to be persuaded
that the pole is the seat of frost and desolation; it ever presents itself to
my imagination as the region of beauty and delight. There, Margaret, the sun
is for ever visible, its broad disk just skirting the horizon and diffusing a
perpetual splendour. There—for with your leave, my sister, | will put some
trust in preceding navigators—there snow and frost are banished; and, sailing
over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions
and features may be without example, as the phenomena of the heavenly
bodies undoubtedly are in those undiscovered solitudes. What may not be
expected in a country of eternal light? | may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial
observations that require only this voyage to render their seeming
eccentricities consistent for ever. | shall satiate my ardent curiosity with the
sight of a part of the world never before visited, and may tread a land never
before imprinted by the foot of man. These are my enticements, and they are
sufficient to conquer all fear of danger or death and to induce me to
commence this laborious voyage with the joy a child feels when he embarks in
a little boat, with his holiday mates, on an expedition of discovery up his
native river. But supposing all these conjectures to be false, you cannot
contest the inestimable benefit which | shall confer on all mankind, to the
last generation, by discovering a passage near the pole to those countries, to
reach which at present so many months are requisite; or by ascertaining the
secret of the magnet, which, if at all possible, can only be effected by an
undertaking such as mine.
",0.9827272727272728
OpenDyslexic-Italic.png,"1 am already far north of London, and as | walk in the streets of Petersburgh, | feel a
cold northern breeze play upon my cheeks, which braces my nerves and fills me with
delight. Do you understand this feeling? This breeze, which has travelled from the regions
towards which | am advancing, gives me a foretaste of those icy climes. Inspirited by this
wind of promise, my daydreams become more fervent and vivid. | try in vain to be
persuaded that the pole is the seat of frost and desolation; it ever presents itself to my
imagination as the region of beauty and delight. There, Margaret, the sun is for ever
visible, its broad disk just skirting the horizon and diffusing a perpetual splendour.
There—for with your leave, my sister, | will put some trust in preceding navigators—there
snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land
surpassing in wonders and in beauty every region hitherto discovered on the habitable
globe. Its productions and features may be without example, as the phenomena of the
heavenly bodies undoubtedly are in those undiscovered solitudes. What may not be
expected in a country of eternal light? | may there discover the wondrous power which
attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my
ardent curiosity with the sight of a part of the world never before visited, and may tread
a land never before imprinted by the foot of man. These are my enticements, and they
are sufficient to conquer all fear of danger or death and to induce me to commence this
laborious voyage with the joy a child feels when he embarks in a Little boat, with his
holiday mates, on an expedition of discovery up his native river. But supposing all these
conjectures to be false, you cannot contest the inestimable benefit which | shall confer on
all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the
secret of the magnet, which, if at all possible, can only be effected by an undertaking
such as mine.
",0.9840909090909091
OpenDyslexic-Regular.png,"| am already far north of London, and as | walk in the streets of Petersburgh, |
feel a cold northern breeze play upon my cheeks, which braces my nerves and fills
me with delight. Do you understand this feeling? This breeze, which has travelled
from the regions towards which | am advancing, gives me a foretaste of those icy
climes. Inspirited by this wind of promise, my daydreams become more fervent and
vivid. | try in vain to be persuaded that the pole is the seat of frost and
desolation; it ever presents itself to my imagination as the region of beauty and
delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the
horizon and diffusing a perpetual splendour. There—for with your leave, my sister, |
will put some trust in preceding navigators—there snow and frost are banished; and,
sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and
features may be without example, as the phenomena of the heavenly bodies
undoubtedly are in those undiscovered solitudes. What may not be expected in a
country of eternal light? | may there discover the wondrous power which attracts
the needle and may regulate a thousand celestial observations that require only this
voyage to render their seeming eccentricities consistent for ever. | shall satiate my
ardent curiosity with the sight of a part of the world never before visited, and
may tread a land never before imprinted by the foot of man. These are my
enticements, and they are sufficient to conquer all fear of danger or death and to
induce me to commence this laborious voyage with the joy a child feels when he
embarks in a little boat, with his holiday mates, on an expedition of discovery up
his native river. But supposing all these conjectures to be false, you cannot contest
the inestimable benefit which | shall confer on all mankind, to the last generation,
by discovering a passage near the pole to those countries, to reach which at
present so many months are requisite; or by ascertaining the secret of the magnet,
which, if at all possible, can only be effected by an undertaking such as mine.
",0.9840909090909091

Average Accuracy,,0.9819318181818182
